kernel,source,source_token,pipeline_status,linalg_ops,residual_loops,current_match,current_match_scope,remaining_linalg_after_match,remaining_loops_after_match,semantic_family,candidate_library,candidate_api,availability,coverage_scope,rationale,evidence_url,implementation_form,current_implementation_class,current_implementation_detail,counts_as_library_reuse,local_backend_status,compiler_gap
aten_linear_combination_cpu,aten/src/ATen/native/cpu/FunctionOfAMatrixUtilsKernel.cpp,_compute_linear_combination_cpu_kernel,pass,3,0,"cublasSgemv_T,cudaCopy1D_f32_tensor,memset_zero_1D_f32",COMPLETE_REWRITE_CANDIDATE,0,0,dense_vector_update,cuBLAS,cublasAxpy/cublasScal/cublasGemv,FULL_FIXED_API,whole,the extracted loop is a standard BLAS vector update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,SELECTED_WRAPPERS_PRESENT,ALREADY_FOUND
aten_linspace,aten/src/ATen/native/cpu/RangeFactoriesKernel.cpp,linspace_kernel,pass,1,0,,NONE,1,0,tensor_initialization,CUDA Runtime,cudaMemset for zero only,PARTIAL_API,zero_fill_stage,general fill and sequence generation have no link-only runtime call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_log,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log_kernel,pass,1,0,cutensorUnary_log_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_log10,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log10_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_log1p,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log1p_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_log2,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log2_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_log_ndtr,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log_ndtr_kernel,pass,1,0,,NONE,1,0,opaque_special_function,,none,NO_DIRECT_LIBRARY_API,none,the extraction calls an ATen scalar helper with no equivalent public NVIDIA tensor-library operation,,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_log_normal_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,log_normal_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,random_generation,cuRAND,host/device generation APIs,FULL_FIXED_API,whole,"cuRAND directly provides uniform, normal, log-normal, Poisson, and Sobol generation",https://docs.nvidia.com/cuda/curand/index.html,SINGLE_FIXED_CALL,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_log_sigmoid_backward_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_backward_cpu_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_log_sigmoid_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_cpu_kernel,pass,1,0,cudnnLogSigmoid_f32_memref,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,SELECTED_WRAPPERS_PRESENT,ALREADY_FOUND
aten_logaddexp,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_logaddexp2,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp2_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_logcumsumexp_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,logcumsumexp_cpu_kernel,pass,1,1,,NONE,1,1,scan,CUB,DeviceScan or DeviceSegmentedScan,FULL_GENERIC_API,whole,device-wide inclusive/exclusive and segmented scans are implemented,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,NO_IMPLEMENTATION,no emitted launch,no,SELECTED_WRAPPERS_PRESENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_logical_and,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_and_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_logical_not_f32,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logical_not_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_logical_or,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_or_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_logical_xor,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_xor_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_logit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logit_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_logit_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logit_backward_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_reduction_formula,cuDNN,pointwise and reduction operation graph,FULL_GENERIC_API,whole,the complete formula can be assembled from documented cuDNN graph nodes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_logspace_cpu,aten/src/ATen/native/RangeFactories.cpp,logspace_out,pass,1,0,,NONE,1,0,tensor_initialization,CUDA Runtime,cudaMemset for zero only,PARTIAL_API,zero_fill_stage,general fill and sequence generation have no link-only runtime call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_lower_bound_cpu,aten/src/ATen/native/Bucketization.cpp,cus_lower_bound,pass,0,2,,NONE,0,2,search,CUB,DeviceRadixSort building block,PARTIAL_API,sort_stage,CUB has ordering primitives but no direct vectorized binary-search call,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_lshift_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lshift_kernel,pass,1,0,,NONE,1,0,variable_bit_shift,,none,NO_DIRECT_LIBRARY_API,none,"NPP exposes constant-shift signal calls, but this fixture supplies a distinct shift count for every element",,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
aten_lt,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lt_kernel,pass,1,0,,NONE,1,0,pointwise,cuDNN,relational or MIN/MAX pointwise graph operation,FULL_GENERIC_API,whole,cuDNN has fixed relational and elementwise min/max pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,NO_IMPLEMENTATION,no emitted launch,no,GENERAL_GRAPH_BACKEND_ABSENT,BACKEND_AND_MATCHER_GAP
aten_masked_fill_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_fill_kernel,pass,1,0,,NONE,1,0,tensor_initialization,CUDA Runtime,cudaMemset for zero only,PARTIAL_API,zero_fill_stage,general fill and sequence generation have no link-only runtime call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_masked_scale,aten/src/ATen/native/cpu/AmpGradScalerKernels.cpp,_amp_foreach_non_finite_check_and_unscale_cpu_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_formula,cuDNN,multi-node pointwise graph,FULL_GENERIC_API,whole,"the formula is composed entirely from supported arithmetic, comparison, selection, and activation nodes",https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_masked_scatter_backward_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,masked_scatter_backward_symint,pass,0,1,,NONE,0,1,indexed_scatter_reduce,CUB,sort/reduce-by-key plus scatter,PARTIAL_API,stages,collision-aware scatter needs ordering/reduction composition,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_masked_scatter_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_scatter_kernel,pass,0,1,,NONE,0,1,indexed_data_movement,CUB,DeviceSelect/sort building blocks,PARTIAL_API,selection_or_sort_stage,CUB does not expose a complete arbitrary gather/scatter tensor call,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_masked_select_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_select_kernel,pass,0,1,,NONE,0,1,indexed_data_movement,CUB,DeviceSelect/sort building blocks,PARTIAL_API,selection_or_sort_stage,CUB does not expose a complete arbitrary gather/scatter tensor call,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_masked_select_serial_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_select_serial_kernel,pass,0,1,,NONE,0,1,indexed_data_movement,CUB,DeviceSelect/sort building blocks,PARTIAL_API,selection_or_sort_stage,CUB does not expose a complete arbitrary gather/scatter tensor call,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,RAISING_BLOCKS_WHOLE_OP_RECOGNITION
aten_max_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,max_all_kernel_impl,pass,1,0,cudnnReduceMax_f32,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,CUB,DeviceReduce or DeviceSegmentedReduce,FULL_GENERIC_API,whole,associative tensor reduction maps to a device-wide primitive,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_max_pool1d_cpu,aten/src/ATen/native/cpu/MaxPooling.cpp,max_pool1d_impl,pass,5,1,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,1,1,pooling_with_indices,CUB,DeviceSegmentedReduce::ArgMax,PARTIAL_API,window_reduction,the fixture returns both pooled values and ATen indices; cuDNN pooling does not expose that index output,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_max_pool2d,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool2d,pass,2,0,cudnnMaxPoolFwd_batched,COMPLETE_REWRITE_CANDIDATE,0,0,pooling,cuDNN Resample,ResampleFwd/ResampleBwd,FULL_FIXED_API,whole,cuDNN resample directly supports regular average/max pooling,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/Resampling.html,SINGLE_FIXED_CALL,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,SELECTED_WRAPPERS_PRESENT,ALREADY_FOUND
aten_max_pool3d_backward_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_backward_kernel_impl,pass,1,4,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,0,4,pooling,cuDNN Resample,ResampleFwd/ResampleBwd,FULL_FIXED_API,whole,cuDNN resample directly supports regular average/max pooling,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/Resampling.html,SINGLE_FIXED_CALL,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,SELECTED_WRAPPERS_PRESENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_max_pool3d_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_kernel_impl,pass,5,6,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,1,3,pooling,cuDNN Resample,ResampleFwd/ResampleBwd,FULL_FIXED_API,whole,cuDNN resample directly supports regular average/max pooling,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/Resampling.html,SINGLE_FIXED_CALL,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,SELECTED_WRAPPERS_PRESENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_max_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,max_kernel_impl,pass,1,0,cudnnReduceMax_f32,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,CUB,DeviceReduce or DeviceSegmentedReduce,FULL_GENERIC_API,whole,associative tensor reduction maps to a device-wide primitive,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_max_unpool2d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool2d_kernel_impl,pass,1,2,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,0,2,indexed_scatter,CUDA Runtime,cudaMemset plus residual scatter,PARTIAL_API,initialization_stage,zero-fill is available but indexed scatter has no link-only library call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_max_unpool3d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool3d_kernel_impl,pass,1,2,memset_zero_1D_f32,PARTIAL_STAGE_ONLY,0,2,indexed_scatter,CUDA Runtime,cudaMemset plus residual scatter,PARTIAL_API,initialization_stage,zero-fill is available but indexed scatter has no link-only library call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_max_unpool_backward_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,cpu_max_unpool_backward,pass,1,0,,NONE,1,0,indexed_scatter,CUDA Runtime,cudaMemset plus residual scatter,PARTIAL_API,initialization_stage,zero-fill is available but indexed scatter has no link-only library call,https://docs.nvidia.com/cuda/cuda-runtime-api/,PARTIAL_STAGES,NO_IMPLEMENTATION,no emitted launch,no,API_BACKEND_ABSENT,COMPOSITION_REQUIRED_NOT_MATCHER_ONLY
aten_max_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,max_values_kernel_impl,pass,2,0,cubSegmentedMax_f32_memref,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,CUB,DeviceReduce or DeviceSegmentedReduce,FULL_GENERIC_API,whole,associative tensor reduction maps to a device-wide primitive,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,STANDARD_LIBRARY_ALGORITHM,preimplemented CUB device algorithm,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_maximum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,maximum_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_mean,aten/src/ATen/native/ReduceOps.cpp,mean,pass,1,0,cudnnReduceSum_f64,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,NPP,signal statistics/norm APIs,FULL_FIXED_API,whole,"NPP exposes mean, standard deviation, norm, dot, min/max, and sum operations",https://docs.nvidia.com/cuda/npp/index.html,SINGLE_FIXED_CALL,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_median_indices_cpu,aten/src/ATen/native/Sorting.cpp,median_with_indices_impl,pass,2,3,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,1,3,ordering_selection,CUB,DeviceRadixSort/MergeSort/TopK/Select/RunLengthEncode,FULL_GENERIC_API,whole,CUB provides device-wide ordering and selection primitives,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_min_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,min_all_kernel_impl,pass,1,0,cudnnReduceMin_f32,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,CUB,DeviceReduce or DeviceSegmentedReduce,FULL_GENERIC_API,whole,associative tensor reduction maps to a device-wide primitive,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_min_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,min_kernel_impl,pass,1,0,cudnnReduceMin_f32,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,CUB,DeviceReduce or DeviceSegmentedReduce,FULL_GENERIC_API,whole,associative tensor reduction maps to a device-wide primitive,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_min_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,min_values_kernel_impl,pass,2,0,cubSegmentedMin_f32_memref,COMPLETE_REWRITE_CANDIDATE,0,0,reduction,CUB,DeviceReduce or DeviceSegmentedReduce,FULL_GENERIC_API,whole,associative tensor reduction maps to a device-wide primitive,https://nvidia.github.io/cccl/cub/api/device.html,SINGLE_CONFIGURED_PRIMITIVE,STANDARD_LIBRARY_ALGORITHM,preimplemented CUB device algorithm,yes,API_BACKEND_ABSENT,ALREADY_FOUND
aten_minimum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,minimum_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise,cuDNN,Pointwise graph operation,FULL_GENERIC_API,whole,cuDNN exposes a broad fixed set of unary/binary/ternary pointwise modes,https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_mish,aten/src/ATen/native/cpu/Activation.cpp,mish_kernel,pass,1,0,cutensorUnary_mish_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_formula,cuDNN,multi-node pointwise graph,FULL_GENERIC_API,whole,"the formula is composed entirely from supported arithmetic, comparison, selection, and activation nodes",https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_mish_backward,aten/src/ATen/native/cpu/Activation.cpp,mish_backward_kernel,pass,1,0,cudnnPointwiseGraph_f32,COMPLETE_REWRITE_CANDIDATE,0,0,pointwise_formula,cuDNN,multi-node pointwise graph,FULL_GENERIC_API,whole,"the formula is composed entirely from supported arithmetic, comparison, selection, and activation nodes",https://docs.nvidia.com/deeplearning/cudnn/latest/operations/operations.html,MULTI_NODE_LIBRARY_GRAPH,DIRECT_VENDOR_API,public vendor API or vendor operation graph,yes,GENERAL_GRAPH_BACKEND_ABSENT,ALREADY_FOUND
aten_mm,aten/src/ATen/native/LinearAlgebra.cpp,TORCH_IMPL_FUNC(mm_out_cpu),pass,2,0,"cublasDgemm_simple,memset_zero_2D",COMPLETE_REWRITE_CANDIDATE,0,0,dense_linear_algebra,cuBLAS,cuBLAS Level-1/2/3 or cuBLASLt Matmul,FULL_FIXED_API,whole,standard vector/matrix product or update,https://docs.nvidia.com/cuda/cublas/,SINGLE_FIXED_CALL,LIBRARY_API_COMPOSITION,public vendor API or vendor operation graph; CUDA copy or memset runtime primitive,yes,SELECTED_WRAPPERS_PRESENT,ALREADY_FOUND
aten_mode_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,mode_kernel_impl,pass,3,2,cudaCopy1D_f32_tensor,PARTIAL_STAGE_ONLY,2,2,statistical_mode,CUB,DeviceRadixSort plus DeviceRunLengthEncode/Reduce,PARTIAL_API,sort_and_count_stages,CUB supplies the sort and run counting stages but not one mode call with ATen tie/index semantics,https://nvidia.github.io/cccl/cub/api/device.html,PARTIAL_STAGES,CUDA_RUNTIME_PRIMITIVE,CUDA copy or memset runtime primitive,yes,API_BACKEND_ABSENT,PARTIAL_MATCH_ONLY_RESIDUAL_IR_REMAINS
aten_modified_bessel_i0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i0_kernel,pass,1,0,,NONE,1,0,special_function,,CUDA Math/libdevice scalar function,NO_DIRECT_LIBRARY_API,scalar_only,"a device scalar function may exist, but not a fixed tensor-library launch",,NONE,NO_IMPLEMENTATION,no emitted launch,no,NO_TENSOR_LIBRARY_API,NO_LIBRARY_MATCH_EXPECTED
