kernel,fixture_source,fixture_token,coarse_native_cuda,audit_status,external_libraries,implementation_form,native_cuda_source,evidence_symbol,confidence,notes
aten_logical_not_f32,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logical_not_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySignKernels.cu,logical_not_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_logical_or,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_or_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryLogicalOpsKernels.cu,logical_or_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_logical_xor,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_xor_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryLogicalOpsKernels.cu,logical_xor_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_logit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logit_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySpecialOpsKernel.cu,logit_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_logit_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logit_backward_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryMiscBackwardOpsKernels.cu,logit_backward_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_logspace_cpu,aten/src/ATen/native/RangeFactories.cpp,logspace_out,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_lower_bound_cpu,aten/src/ATen/native/Bucketization.cpp,cus_lower_bound,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_lshift_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lshift_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryShiftOpsKernels.cu,lshift_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_lt,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lt_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/CompareKernels.cu,lt_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_masked_fill_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_fill_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_masked_scale,aten/src/ATen/native/cpu/AmpGradScalerKernels.cpp,_amp_foreach_non_finite_check_and_unscale_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_masked_scatter_backward_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,masked_scatter_backward_symint,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_masked_scatter_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_scatter_kernel,yes,EXTERNAL_LIBRARY,CUB,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/cuda/IndexKernel.cu,cuda::cub::mask_exclusive_sum,HIGH,CUB computes mask offsets; ATen kernels validate and scatter values.
aten_masked_select_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_select_kernel,yes,EXTERNAL_LIBRARY,CUB,ATEN_COMPOSITION,aten/src/ATen/native/cuda/IndexKernel.cpp|aten/src/ATen/native/cuda/Nonzero.cu,index_out|cub::DeviceSelect::Flagged,HIGH,masked_select delegates mask indexing to the CUDA indexing/nonzero machinery.
aten_masked_select_serial_cpu,aten/src/ATen/native/cpu/IndexKernel.cpp,masked_select_serial_kernel,yes,EXTERNAL_LIBRARY,CUB,NO_EXACT_CUDA_COUNTERPART,aten/src/ATen/native/cuda/IndexKernel.cpp|aten/src/ATen/native/cuda/Nonzero.cu,masked_select_cuda,HIGH,CUDA has one masked-select route rather than the CPU serial helper; that route reaches CUB-backed indexing.
aten_max_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,max_all_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceOps.cpp,max_all_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_max_pool1d_cpu,aten/src/ATen/native/cpu/MaxPooling.cpp,max_pool1d_impl,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_max_pool2d,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool2d,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_max_pool3d_backward_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_backward_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_max_pool3d_cpu,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool3d_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_max_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,max_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceOps.cpp,max_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_max_unpool2d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool2d_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_max_unpool3d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool3d_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_max_unpool_backward_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,cpu_max_unpool_backward,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_max_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,max_values_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceMaxValuesKernel.cu,max_values_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_maximum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,maximum_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/MaxMinElementwiseKernel.cu,maximum_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mean,aten/src/ATen/native/ReduceOps.cpp,mean,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_median_indices_cpu,aten/src/ATen/native/Sorting.cpp,median_with_indices_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_min_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,min_all_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceOps.cpp,min_all_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_min_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,min_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceOps.cpp,min_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_min_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,min_values_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceMinValuesKernel.cu,min_values_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_minimum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,minimum_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/MaxMinElementwiseKernel.cu,minimum_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mish,aten/src/ATen/native/cpu/Activation.cpp,mish_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationMishKernel.cu,mish_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mish_backward,aten/src/ATen/native/cpu/Activation.cpp,mish_backward_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationMishKernel.cu,mish_backward_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mm,aten/src/ATen/native/LinearAlgebra.cpp,TORCH_IMPL_FUNC(mm_out_cpu),yes,EXTERNAL_LIBRARY,cuBLAS,LINKED_FIXED_LIBRARY,aten/src/ATen/native/cuda/Blas.cpp,at::cuda::blas::gemm,HIGH,Dense CUDA mm dispatches to GEMM.
aten_mode_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,mode_kernel_impl,yes,EXTERNAL_LIBRARY,Thrust,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/cuda/TensorModeKernel.cu,thrust::sort_by_key|reduce_by_key,HIGH,ATen uses Thrust sorting/reduction/search inside the CUDA mode implementation.
aten_modified_bessel_i0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i0_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySpecialOpsKernel.cu|aten/src/ATen/native/cuda/modified_bessel_i0.cu,i0_kernel_cuda|modified_bessel_i0_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_modified_bessel_i1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i1_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySpecialOpsKernel.cu|aten/src/ATen/native/cuda/modified_bessel_i1.cu,i1_kernel_cuda|modified_bessel_i1_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_modified_bessel_k0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_k0_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/modified_bessel_k0.cu,modified_bessel_k0_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_modified_bessel_k1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_k1_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/modified_bessel_k1.cu,modified_bessel_k1_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mse_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,mse_backward_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/PointwiseOpsKernel.cu,mse_backward_cuda_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mse_elementwise,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,mse_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryMiscOpsKernels.cu,mse_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mse_loss,aten/src/ATen/native/Loss.cpp,mse_loss,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_mul,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,mul_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryMulKernel.cu,mul_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_multi_margin_loss_backward_cpu,aten/src/ATen/native/LossMultiMargin.cpp,multi_margin_loss_backward_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_multi_margin_loss_cpu,aten/src/ATen/native/LossMultiMargin.cpp,multi_margin_loss_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_multilabel_margin_loss_backward_cpu,aten/src/ATen/native/LossMultiLabelMargin.cpp,multilabel_margin_loss_backward_out_frame,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_multilabel_margin_loss_forward_cpu,aten/src/ATen/native/LossMultiLabelMargin.cpp,multilabel_margin_loss_forward_out_frame,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_multinomial_with_replacement_cpu,aten/src/ATen/native/cpu/MultinomialKernel.cpp,multinomial_with_replacement_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/MultinomialKernel.cu,multinomial_with_replacement_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_mv,aten/src/ATen/native/Blas.cpp,Tensor &mv_out,yes,EXTERNAL_LIBRARY,cuBLAS,LINKED_FIXED_LIBRARY,aten/src/ATen/native/cuda/Blas.cpp,at::cuda::blas::gemv,HIGH,Dense CUDA mv dispatches to GEMV.
aten_nan_to_num,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,nan_to_num_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnaryOpsKernel.cu,nan_to_num_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_nansum_cpu,aten/src/ATen/native/cpu/SumKernel.cpp,nansum_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ReduceSumProdKernel.cu,nansum_kernel_cuda|sum_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_narrow_copy_dense_cpu,aten/src/ATen/native/TensorShape.cpp,narrow_copy_dense_cpu_out,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_ndtri,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,ndtri_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySpecialOpsKernel.cu,ndtri_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_ne,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,ne_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/CompareEQKernel.cu,ne_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_neg,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,neg_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySignKernels.cu,neg_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_nested_all_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_all,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_nested_batch_offsets_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_batch_offsets_from_size_tensor,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_nested_bmm_cpu,aten/src/ATen/native/nested/NestedTensorMatmul.cpp,bmm_nested,no,EXTERNAL_LIBRARY,CUTLASS,TEMPLATE_GENERATED_LIBRARY,aten/src/ATen/native/nested/cuda/NestedTensorMatmul.cu,cutlass::gemm::device::GemmGrouped,HIGH,Nested CUDA bmm instantiates CUTLASS grouped GEMM kernels.
aten_nested_clone_cpu,aten/src/ATen/native/nested/NestedTensorFactories.cpp,clone_nested,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_nested_from_padded_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,nested_from_padded_generic,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_nested_matmul_broadcast_cpu,aten/src/ATen/native/nested/NestedTensorMatmul.cpp,matmul_nested_with_broadcasted_dense,yes,EXTERNAL_LIBRARY,CUTLASS,ATEN_COMPOSITION,aten/src/ATen/native/nested/NestedTensorMatmul.cpp|aten/src/ATen/native/nested/cuda/NestedTensorMatmul.cu,bmm_nested_cuda,HIGH,The composite nested matmul route reaches CUTLASS grouped GEMM when it lowers to nested bmm.
aten_nested_pad_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,pad_tensor_to_shape,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_nested_select_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,select_nested,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_nested_softmax_backward_cpu,aten/src/ATen/native/nested/NestedTensorBackward.cpp,nested_softmax_backward,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
