kernel,upstream_source,upstream_token,benchmark_api,native_cuda_source,native_cuda_token,native_cuda_provenance,comparability,legal_ratio,semantic_note,shape,adjudication_source,dtype,shape_selection,shape_selection_note,gpu_status,cpu_status,cpu_orin_status,timing_scope
aten_exponential_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,exponential_kernel,torch.exponential,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,RNG_OR_FORMULA_SCOPE_MISMATCH,no,recipe and fixture disagree on random generation versus transform scope or on the implemented distribution formula,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_fast_cat_dim0_cpu,aten/src/ATen/native/TensorShape.cpp,fastCatOutDim0,torch.fast_cat_dim0,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=256_N=16383,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_flatten_nd_linear_cpu,aten/src/ATen/native/Linear.cpp,_flatten_nd_linear,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=80_K=322_M=161_N=241,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_flip_tensor_transform_cpu,aten/src/ATen/native/TensorTransformations.cpp,flip,torch.flip,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,C=2897_R=1448,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_floor,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,floor_kernel,torch.floor,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_fmax,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmax_kernel,torch.fmax,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_fmin,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmin_kernel,torch.fmin,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_fmod,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmod_kernel,torch.fmod,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_fp16_dot_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,fp16_dot,torch.fp16_dot,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_fp16_gemv_f16arith_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans_fp16_arith,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=2509_M=1672,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_fp16_gemv_f32arith_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans_fp32_arith,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=2509_M=1672,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_fp16_gemv_notrans_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=2509_M=1672,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_fp16_gemv_trans_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,fp16_gemv_trans,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=2897_M=1448,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_frac,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,frac_kernel,torch.frac,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,x minus trunc x rewritten to modulo one,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_fractional_max_pool2d_cpu,aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_out_frame,torch.nn.functional.fractional_max_pool2d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=19_C=28_IH=84_IW=93_OH=37_OW=47,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_fractional_max_pool3d_cpu,aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_out_frame,torch.nn.functional.fractional_max_pool3d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=5_C=10_ID=39_IH=44_IW=49_OD=15_OH=19_OW=24,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_gamma_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_gamma_cpu,torch.gamma,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,RNG_OR_FORMULA_SCOPE_MISMATCH,no,recipe and fixture disagree on random generation versus transform scope or on the implemented distribution formula,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_gelu,aten/src/ATen/native/Activation.cpp,gelu,torch.gelu,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_gelu_backward_cpu_exact,aten/src/ATen/native/cpu/Activation.cpp,GeluBackwardKernelImpl,torch.gelu_backward_cpu_exact,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,sixteen-node exact GELU backward graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_gelu_backward_cpu_tanh,aten/src/ATen/native/cpu/Activation.cpp,GeluBackwardKernelImpl,torch.gelu_backward_cpu_tanh,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,twenty-four-node-capable tanh GELU backward graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_gelu_cpu_exact,aten/src/ATen/native/cpu/Activation.cpp,GeluKernelImpl,torch.gelu,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_gelu_cpu_tanh,aten/src/ATen/native/cpu/Activation.cpp,GeluKernelImpl,torch.gelu_cpu_tanh,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_gemm_notrans_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,gemm_notrans_,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=1869_M=1496_N=2243,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_gemm_transa_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,gemm_transa_,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=1869_M=1496_N=2243,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_gemm_transab_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,gemm_transab_,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=1869_M=1496_N=2243,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_gemm_transb_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,gemm_transb_impl,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,K=1869_M=1496_N=2243,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_geometric_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,geometric_kernel,torch.geometric,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,RNG_OR_FORMULA_SCOPE_MISMATCH,no,recipe and fixture disagree on random generation versus transform scope or on the implemented distribution formula,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_glu,aten/src/ATen/native/cpu/Activation.cpp,glu_kernel,torch.glu,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe layout produces half as many outputs as the fixture,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_glu_backward,aten/src/ATen/native/cpu/Activation.cpp,glu_backward_kernel,torch.glu,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,"fixture is one precomputed-sigmoid component, not full GLU backward",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_glu_jvp,aten/src/ATen/native/cpu/Activation.cpp,glu_jvp_kernel,torch.glu_jvp,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe recomputes a forward result that the fixture receives as input,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_gradient_cpu,aten/src/ATen/native/ReduceOps.cpp,gradient_helper,torch.gradient,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe spacing 1 differs from fixture h=0.125,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,partial graph interior,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_gradient_float_cpu,aten/src/ATen/native/ReduceOps.cpp,gradient_helper_float,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,partial graph interior,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_hardshrink,aten/src/ATen/native/cpu/Activation.cpp,hardshrink_kernel,torch.hardshrink,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe lambda 0.5 differs from fixture 0.35,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,compound predicate through two numeric masks,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_hardsigmoid,aten/src/ATen/native/cpu/Activation.cpp,hardsigmoid_kernel,torch.hardsigmoid,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_hardsigmoid_backward,aten/src/ATen/native/cpu/Activation.cpp,hardsigmoid_backward_kernel,torch.hardsigmoid,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_hardswish,aten/src/ATen/native/cpu/Activation.cpp,hardswish_kernel,torch.hardswish,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_hardswish_backward,aten/src/ATen/native/cpu/Activation.cpp,hardswish_backward_kernel,torch.ops.aten.hardswish_backward,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,nested ordered-select graph,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_hardtanh,aten/src/ATen/native/Activation.cpp,Tensor hardtanh,torch.hardtanh,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,"recipe bounds -1,1 differ from fixture 0.5,0.5",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_hardtanh_backward,aten/src/ATen/native/cpu/Activation.cpp,hardtanh_backward_kernel,torch.hardtanh,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,"recipe bounds -1,1 differ from fixture -0.7,0.8",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,compound predicate through two numeric masks,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_histogram_select_outer_bin_edges_cpu,aten/src/ATen/native/cpu/HistogramKernel.cpp,histogram_select_outer_bin_edges_impl,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_host_softmax_backward_cpu,aten/src/ATen/native/SoftMax.cpp,host_softmax_backward,torch.ops.aten._softmax_backward_data,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",R=65536_K=64,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,partial graph epilogue,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_host_softmax_cpu,aten/src/ATen/native/SoftMax.cpp,host_softmax,torch.softmax,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",K=2897_R=1448,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_hspmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,hspmm_out_sparse_cpu,torch.hspmm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe is CSR SpMV; fixture is COO sparse by dense-matrix,R=64_C=4096_N=4096,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full Linalg-fill plus structured-loop COO SpMM via cuSPARSE,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_huber_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,huber_backward_cpu_kernel,torch.huber,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe times forward Huber loss rather than backward,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,piecewise Huber derivative graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_huber_elementwise,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,huber_kernel,torch.huber_elementwise,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe delta 1 differs from fixture 0.6,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,piecewise Huber loss graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_hypot,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,hypot_kernel,torch.hypot,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,hypot expanded to squares add and sqrt,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_im2col,aten/src/ATen/native/Im2Col.cpp,im2col,torch.nn.functional.unfold,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=4_C=8_H=128_W=128_KH=3_KW=3,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full im2col tensor transformation,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_int_mm_out_cpu,aten/src/ATen/native/LinearAlgebra.cpp,_int_mm_out_cpu,torch.int_mm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",M=512_N=512_K=1024,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full i8 by i8 to i32 matrix multiplication through cuBLAS GemmEx,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_joint_scaling_cpu,aten/src/ATen/native/ScaledBlas.cpp,get_joint_scaling,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,N=16777216,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,two max-absolute reductions through cuBLAS Isamax,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_kron_impl_cpu,aten/src/ATen/native/LinearAlgebra.cpp,KronImpl,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,A=256_B=128_C=32_D=32,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full Kronecker product through mode-based cuTENSOR multiply,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_kron_out_cpu,aten/src/ATen/native/LinearAlgebra.cpp,kron_out,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,A=256_B=128_C=32_D=32,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full Kronecker product through mode-based cuTENSOR multiply,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_layer_norm,aten/src/ATen/native/layer_norm.cpp,layer_norm,torch.nn.functional.layer_norm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,partial graph epilogue,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_layer_norm_backward_cpu,aten/src/ATen/native/cpu/layer_norm_kernel.cpp,LayerNormBackwardKernelImpl,torch.ops.aten.native_layer_norm_backward,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=1024_D=4095,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_layer_norm_cpu_backend,aten/src/ATen/native/cpu/layer_norm_kernel.cpp,LayerNormKernelImpl,torch.ops.aten.native_layer_norm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=1024_D=4095,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
